cust_id,gender,age,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
6641,Female,47,34,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70,2416.1,Yes
1374,Female,16,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,94.3,424.45,Yes
2545,Male,57,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.7,1492.1,No
3234,Male,67,2,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,70.3,132.4,No
8357,Female,64,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,95.35,660.9,Yes
1989,Male,27,27,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.5,1893.95,Yes
8120,Male,39,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.55,284.9,No
8917,Female,59,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,784.25,No
7047,Male,64,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20,417.7,No
2858,Female,49,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,95.85,5016.25,No
9524,Female,23,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,90.1,1612.75,Yes
6993,Female,38,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,68.95,119.75,Yes
8818,Male,45,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,99.55,3204.65,Yes
6419,Male,36,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.75,485.2,No
929,Male,33,3,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,50.15,160.85,No
6614,Female,68,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Two year,58.65,4145.25,No
7426,Male,49,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,95.9,827.45,No
4065,Female,35,1,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.5,49.5,No
4695,Male,69,18,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,57.45,990.85,Yes
3863,Male,26,12,Yes,No,DSL,No,No,No,No,Yes,One year,53.65,696.35,Yes
7649,Male,26,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,80.1,5585.4,No
9361,Female,58,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.4,1601.2,No
3748,Male,22,4,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,40.05,162.45,No
9391,Female,37,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,470.2,No
1452,Female,65,39,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,51.05,2066,No
3422,Male,21,28,Yes,No,DSL,Yes,No,No,No,No,One year,54.35,1426.45,No
8242,Female,50,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,84.7,392.5,No
7460,Female,16,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,86.1,3861.45,No
7147,Male,40,37,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.35,2552.9,No
7868,Female,69,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,110,6668.35,No
4822,Male,37,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,100.6,819.4,Yes
6732,Female,70,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,One year,94.9,4615.25,No
8436,Male,62,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,83.75,2070.6,Yes
4184,Female,20,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,88.3,273.75,Yes
8329,Female,62,50,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.75,3557.7,No
1352,Male,69,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,71.6,1957.1,No
4145,Female,62,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,92.1,729.95,Yes
2632,Female,44,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.65,1416.75,No
8146,Female,58,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,81.85,5924.4,No
1767,Male,70,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1697.7,No
6445,Male,68,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,114.7,7849.85,No
4581,Female,18,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,49.15,649.4,No
4869,Male,58,56,Yes,No,Fiber optic,No,No,No,No,Yes,One year,80.9,4557.5,No
9948,Male,36,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,79.45,3013.05,Yes
1236,Male,36,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,90.45,1266.1,Yes
1915,Female,16,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.3,360.35,No
7296,Female,39,14,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.2,1046.5,No
4883,Male,37,32,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.75,2347.9,Yes
3354,Female,47,8,Yes,No,DSL,Yes,No,No,No,No,One year,54.25,447.75,No
3524,Female,25,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,99.3,4209.95,No
810,Female,67,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,One year,74,3877.65,No
4026,Male,17,3,Yes,No,DSL,No,No,No,No,No,Month-to-month,50.25,152.3,No
2829,Male,22,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,572.2,No
8329,Female,32,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,19.65,Yes
1271,Male,17,12,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,43.65,526.95,Yes
3845,Female,30,16,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,35.5,552.7,No
7013,Female,24,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,80.75,3208.65,No
5669,Female,62,5,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,39.5,210.75,Yes
5981,Male,54,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,97.1,3706.95,Yes
3486,Female,69,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.55,620.75,No
6941,Female,67,5,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,80,412.5,Yes
1624,Female,22,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,84.7,832.05,Yes
2074,Male,45,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,89.55,185.55,Yes
376,Male,25,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,90.6,1943.2,Yes
6100,Male,54,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,505.9,No
4829,Female,31,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,112.4,8046.85,No
1730,Female,54,34,Yes,No,DSL,No,No,No,No,No,Month-to-month,50.2,1815.3,No
7143,Male,58,10,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,62.25,612.95,No
3800,Female,27,14,Yes,No,DSL,Yes,No,No,No,No,One year,55.7,795.15,No
634,Female,36,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,90.05,2169.8,Yes
9646,Male,21,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,973.1,No
7030,Male,62,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,89.25,2210.2,No
5536,Male,29,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,99.05,4853.75,Yes
8883,Male,58,20,Yes,No,DSL,Yes,No,No,No,No,One year,54,1055.9,No
6166,Female,32,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.75,144.55,Yes
3097,Female,25,2,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.05,91.1,Yes
7771,Male,32,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Two year,56.75,1304.85,No
655,Male,62,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,98.05,713,Yes
2111,Male,57,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,21.1,21.1,No
4194,Female,28,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,96.65,5580.8,No
4121,Female,33,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.5,1497.9,No
4361,Female,66,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,114.5,4527.45,Yes
9845,Female,34,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,79.2,4590.35,No
455,Female,25,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.55,200.2,No
301,Male,59,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,614.45,No
1751,Male,23,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,98.85,4564.9,No
4367,Male,58,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.75, ,No
9878,Male,63,2,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,80.95,171.15,Yes
9170,Female,22,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.6,1012.4,No
4441,Female,47,13,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,74.3,940.35,Yes
8999,Female,70,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,89.7,1047.7,Yes
7241,Male,34,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,87.65,2766.4,No
7029,Male,61,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,100.45,1622.45,Yes
4546,Female,56,16,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,74.75,1129.35,No
9036,Female,42,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,107.45,5680.9,No
5832,Male,63,29,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,75.35,2243.9,No
8590,Male,32,70,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,64.95,4523.25,No
8659,Female,62,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Two year,100.45,7159.7,No
1338,Male,41,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,68.5,2839.95,No
7439,Male,51,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,80.55,80.55,No
4646,Female,68,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,81.25,580.1,No
4607,Male,27,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,90.4,2178.6,Yes
9742,Male,20,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,89.55,6038.55,No
6921,Male,70,5,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,55.7,259.4,No
9578,Male,44,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.8,324.15,No
4712,Female,40,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20,417.65,No
8824,Male,19,3,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,56.15,168.15,Yes
7722,Male,18,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,105.2,5637.85,No
8717,Male,38,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.55,839.4,No
7363,Female,31,9,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,79.75,769.1,No
4159,Female,56,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,97.45,6253,No
971,Female,63,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.25,1641.8,No
9397,Female,47,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.6,1678.05,No
3391,Male,37,40,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,50.15,2058.5,No
343,Male,33,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,39.6,2424.5,No
9763,Female,24,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,94.4,387.2,Yes
2176,Female,57,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,89.85,6293.45,No
7627,Female,52,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,78.95,2839.65,Yes
3312,Male,37,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,98.85,3145.9,No
1271,Male,25,39,Yes,Yes,DSL,No,No,No,No,No,Two year,53.85,2200.7,No
8461,Female,16,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.25,914.4,No
6900,Male,63,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,89.45,4577.75,No
6891,Female,24,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,105.25,4997.5,No
1459,Male,67,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,59.5,4144.8,No
1047,Male,29,20,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.55,1493.55,No
3696,Female,19,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,82.5,4179.1,No
4081,Female,18,19,No,No phone service,DSL,No,No,No,Yes,Yes,One year,44.85,893.55,Yes
74,Male,65,25,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,61.6,1611,No
8791,Male,40,12,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.05,593.05,No
8111,Male,68,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,105.65,4284.8,Yes
927,Male,60,7,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,74.65,544.55,Yes
9330,Female,34,23,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,66.25,1533.8,No
98,Male,55,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,529.8,No
3452,Male,16,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,86.05,3865.6,No
5859,Male,54,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.15,515.75,No
8257,Female,48,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,64.7,941,Yes
5293,Female,49,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,104.05,1133.65,Yes
3156,Male,42,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.25,48.35,No
2208,Female,58,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,81.95,2070.05,No
1779,Female,47,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,114.65,8333.95,No
6621,Female,61,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20,1209.25,No
831,Male,61,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1396.25,No
774,Male,22,11,Yes,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,65.15,723.35,No
3082,Male,21,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.65,228.65,No
9553,Female,65,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,88.95,1161.75,No
1641,Male,23,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,98.35,No
2460,Male,55,11,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.2,775.3,No
2446,Male,65,18,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,56.8,1074.65,No
841,Male,47,1,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,35.55,35.55,Yes
3522,Female,22,32,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,75.5,2324.7,No
1430,Male,46,29,No,No phone service,DSL,Yes,No,No,No,No,One year,35.6,1072.6,No
411,Female,37,3,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,60.25,170.5,No
7851,Female,57,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,95.15,196.9,Yes
8844,Male,37,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,96.65,1162.85,Yes
8807,Female,36,41,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,40.35,1677.85,No
8992,Female,45,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.85,18.85,No
4320,Male,21,7,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,54.85,370.4,No
8777,Female,31,52,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,64.3,3410.6,No
8292,Female,22,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.65,1138.8,No
6870,Male,53,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Two year,76.1,5264.25,No
621,Female,30,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,18.7,1005.7,No
5268,Female,46,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,97.95,5936.55,No
5334,Female,61,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,94.1,5475.9,No
4086,Female,47,3,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,80.4,224.05,Yes
6242,Female,51,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,95.1,2326.05,No
5868,Male,69,1,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,31.35,31.35,Yes
9359,Female,32,67,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,72.35,4991.5,No
135,Female,20,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,89.75,1052.4,Yes
4782,Female,60,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,82.7,5831.2,No
6479,Male,25,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,510.8,No
7129,Female,51,5,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,53.8,283.95,No
4189,Male,17,26,Yes,Yes,DSL,No,No,No,No,No,One year,51.55,1295.4,No
5562,Male,19,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.65,19.65,No
1282,Male,29,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,One year,44.05,3011.65,No
9127,Male,61,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,114,8093.15,No
6270,Male,58,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,94.4,5610.25,Yes
1641,Female,26,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,100.4,3217.65,No
107,Male,46,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.85,19.85,Yes
6994,Female,51,14,Yes,Yes,DSL,No,Yes,No,No,No,One year,54.25,773.2,No
1346,Female,63,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,80,1029.35,No
3992,Female,38,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,109.9,669.45,Yes
2933,Female,59,46,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,79.2,3593.8,No
125,Male,67,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,101.35,1553.95,Yes
5461,Male,63,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,94.3,3953.15,No
4835,Male,54,39,Yes,No,DSL,No,No,No,No,No,Two year,49.8,1971.15,No
8399,Male,65,21,Yes,No,DSL,No,No,Yes,Yes,No,Month-to-month,60.05,1236.15,Yes
3164,Male,40,57,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,53.75,3196,No
887,Female,60,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,93.45,4872.2,No
4660,Male,62,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,87.9,1500.5,No
5673,Female,59,1,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,60.15,60.15,Yes
7670,Female,27,58,Yes,Yes,DSL,Yes,No,No,No,No,One year,61.05,3478.75,No
8089,Female,46,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,104.05,7413.55,No
80,Female,36,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,99.25,3532,No
3916,Male,32,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,85.7,256.75,No
6807,Male,18,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,104.85,3887.25,No
8221,Male,21,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,69.15,2490.15,No
1579,Male,62,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,90.45,593.45,Yes
5232,Female,16,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Two year,74.45,3510.3,No
8967,Female,34,14,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,50.45,765.45,No
4468,Female,31,20,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,60,1259.35,No
455,Male,20,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,85.25,5538.35,No
8944,Male,66,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.45,340.85,No
5542,Female,25,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.75,844.45,No
7126,Female,27,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,78.9,1348.95,No
5370,Male,34,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,104.5,3778,No
6789,Female,64,12,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,49.4,611.65,No
3927,Male,50,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,94.25,4867.95,Yes
9087,Female,18,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25,1505.05,No
6791,Male,46,18,No,No phone service,DSL,No,No,No,No,No,Month-to-month,25.55,467.85,No
6358,Male,70,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,74.9,74.9,Yes
6077,Female,16,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,70.15,194.2,No
13,Female,45,9,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,69.4,571.45,No
5494,Female,42,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,80.25,80.25,Yes
8268,Male,31,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,93.15,5253.95,No
9824,Male,60,17,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69,1149.65,Yes
1373,Female,34,11,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,66.35,740.8,Yes
4291,Male,68,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,69.55,521.35,No
6980,Female,62,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.2,1412.65,No
9866,Male,50,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,86,1532.45,Yes
9897,Female,18,3,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,80.3,250.05,Yes
40,Male,47,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.4,1090.6,No
784,Male,58,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,23.75,1446.8,No
7979,Male,67,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,90.55,2282.55,Yes
2294,Female,22,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,70.45,4300.45,No
872,Male,20,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,65.75,1111.2,No
3055,Male,40,9,No,No phone service,DSL,No,No,No,No,No,Month-to-month,24.6,190.1,No
9091,Male,55,64,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,69.25,4447.75,No
1618,Female,59,2,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,75.9,143.35,Yes
3165,Male,49,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,45.85,45.85,Yes
6581,Female,54,16,No,No phone service,DSL,No,No,No,Yes,Yes,Month-to-month,49.95,810.2,Yes
7115,Female,28,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.65,1830.05,No
8496,Male,44,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,90.4,2820.65,No
2040,Female,22,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,100.85,4847.35,No
9068,Male,51,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,75.35,4729.3,No
178,Male,17,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,87.2,4017.45,No
384,Male,22,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,64.4,1398.6,No
1689,Male,46,34,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,78.3,2564.3,Yes
1299,Female,19,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.7,1685.9,No
4525,Male,20,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,105.85,5826.65,No
1543,Male,64,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,98.3,6066.55,No
5835,Male,51,3,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,76.95,228.4,Yes
2788,Male,47,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.45,270.2,No
5565,Female,57,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,96.15,1529.2,Yes
319,Female,60,3,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,58.7,168.6,No
2120,Male,69,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,536.35,No
96,Male,52,30,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,64.5,1888.45,No
668,Female,29,21,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,28.5,629.35,No
5552,Male,58,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,45.3,45.3,Yes
2223,Female,31,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,289.3,Yes
6507,Male,19,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,90.45,2117.25,No
9408,Female,40,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,105.15,4730.9,No
5593,Female,69,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,83.15,2033.05,No
7321,Female,57,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,90.15,987.95,Yes
2833,Male,48,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,45.05,45.05,Yes
6766,Female,68,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,103.2,5744.35,No
